TEXT;ES;EN
¡La habilidad {2} de {1} se ha activado!;¡La habilidad {2} de {1} se ha activado!;{1}'s {2} skill has activated!
¡{1} regresó con {2}!;¡{1} regresó con {2}!;{1} returned with {2}!
¡{1} activado! Los ataques de tipo {2} de {3} ahora son más potentes.;¡{1} activado! Los ataques de tipo {2} de {3} ahora son más potentes.;{1} activated! {3}'s {2}-type attacks are now more powerful.
¡{1} activado! Los ataques del primer tipo de {2} ahora son más potentes.;¡{1} activado! Los ataques del primer tipo de {2} ahora son más potentes.;{1} activated! Attacks of the first type of {2} are now more powerful.
¡La habilidad {2} de {1} paralizó a {3}! ¡Quizás no se pueda mover!;¡La habilidad {2} de {1} paralizó a {3}! ¡Quizás no se pueda mover!;{1}'s {2} ability paralyzed {3}! Maybe he can't move!
¡{1} se ha confundido debido a la {2} de {3}!;¡{1} se ha confundido debido a la {2} de {3}!;{1} has been confused due to {2} of {3}!
¡La habilidad {2} de {1} lo desenamoró!;¡La habilidad {2} de {1} lo desenamoró!;{1}'s {2} ability made him fall out of love!
¡La habilidad {2} de {1} eliminó el efecto de Mofa!;¡La habilidad {2} de {1} eliminó el efecto de Mofa!;{1}'s {2} skill removed Taunt's effect!
{1} dejó de estar confuso.;{1} dejó de estar confuso.;{1} stopped being confused.
¡La habilidad {2} de {1} lo sacó de su confusión!;¡La habilidad {2} de {1} lo sacó de su confusión!;{1}'s {2} skill brought him out of his confusion!
¡La habilidad {2} de {1} evita la bajada de estadísticas de {3}!;¡La habilidad {2} de {1} evita la bajada de estadísticas de {3}!;{1}'s {2} ability prevents {3}'s stat drop!
¡La habilidad {2} de {1} hizo que se mueva más rápido!;¡La habilidad {2} de {1} hizo que se mueva más rápido!;{1}'s {2} skill made him move faster!
No afecta a...;No afecta a...;Does not affect...
¡La habilidad {2} de {1} hizo {3} poco eficaz!;¡La habilidad {2} de {1} hizo {3} poco eficaz!;{1}'s {2} skill made {3} ineffective!
El poder de los ataques de tipo Fuego de {1} aumentó por su habilidad {2}!;El poder de los ataques de tipo Fuego de {1} aumentó por su habilidad {2}!;The power of {1}'s Fire-type attacks increased by his {2} skill!
¡{1} esquiva ataques de su Pokémon aliado!;¡{1} esquiva ataques de su Pokémon aliado!;{1} Dodge attacks from your ally Pokémon!
¡{1} esquiva ataques de su Pokémon aliado con la habilidad {2}!;¡{1} esquiva ataques de su Pokémon aliado con la habilidad {2}!;{1} Dodge attacks from your allied Pokémon with the {2} ability!
¡{1} hizo brillar su caparazón! ¡Está distorsionando la tabla de tipos!;¡{1} hizo brillar su caparazón! ¡Está distorsionando la tabla de tipos!;{1} made its shell shine! You are distorting the type table!
¡{1} subió al máximo su {2}!;¡{1} subió al máximo su {2}!;{1} maxed out his {2}!
¡La habilidad {1} de {2} subió al máximo su {3}!;¡La habilidad {1} de {2} subió al máximo su {3}!;{2}'s {1} skill maxed out his {3}!
¡{1} de {2} fue deshabilitado!;¡{1} de {2} fue deshabilitado!;{1} of {2} was disabled!
¡{1} de {2} fue deshabilitado por la habilidad {4} de {3}!;¡{1} de {2} fue deshabilitado por la habilidad {4} de {3}!;{1} of {2} was disabled by {3}'s {4} ability!
¡{1} de {2} hizo que {3} se enamorara!;¡{1} de {2} hizo que {3} se enamorara!;{1} of {2} made {3} fall in love!
¡{1} de {2} durmió a {3}!;¡{1} de {2} durmió a {3}!;{1} of {2} put {3} to sleep!
¡{1} de {2} envenenó a {3}!;¡{1} de {2} envenenó a {3}!;{1} of {2} poisoned {3}!
¡{1} de {2} paralizó a {3}! ¡Quizás no se pueda mover!;¡{1} de {2} paralizó a {3}! ¡Quizás no se pueda mover!;{1} of {2} paralyzed {3}! Maybe he can't move!
¡Ser golpeado por {1} cargó a {2} de poder!;¡Ser golpeado por {1} cargó a {2} de poder!;Getting hit by {1} charged {2} with power!
¡La ilusión de {1} se ha desvanecido!;¡La ilusión de {1} se ha desvanecido!;The illusion of {1} has vanished!
¡{1} sufrió daño!;¡{1} sufrió daño!;{1} suffered damage!
¡{1} sufrió daño por parte de la habilidad {3} de {2}!;¡{1} sufrió daño por parte de la habilidad {3} de {2}!;{1} took damage from {2}'s {3} ability!
¡La habilidad de {1} se convirtió en {2}!;¡La habilidad de {1} se convirtió en {2}!;{1}'s skill became {2}!
Un olor persistente se aferra a {1}!;Un olor persistente se aferra a {1}!;A lingering smell clings to {1}!
¡La habilidad de {1} se convirtió en {2} por {3}!;¡La habilidad de {1} se convirtió en {2} por {3}!;{1}'s ability became {2} for {3}!
¡Ambos Pokémon se debilitarán en tres turnos!;¡Ambos Pokémon se debilitarán en tres turnos!;Both Pokémon will be weakened in three turns!
¡Ambos Pokémon se debilitarán en tres turnos por la habilidad {2} de {1}!;¡Ambos Pokémon se debilitarán en tres turnos por la habilidad {2} de {1}!;Both Pokémon will be weakened in three turns by {1}'s {2} ability!
¡La habilidad {2} de {1} paralizó a {3}! ¡Quizás no pueda moverse!;¡La habilidad {2} de {1} paralizó a {3}! ¡Quizás no pueda moverse!;{1}'s {2} ability paralyzed {3}! Maybe he can't move!
¡{1} cambió su habilidad {2} con la habilidad {4} de {3}!;¡{1} cambió su habilidad {2} con la habilidad {4} de {3}!;{1} swapped his {2} skill with {3}'s {4} skill!
¡{1} fue gravemente envenenado!;¡{1} fue gravemente envenenado!;{1} was severely poisoned!
¡{1} robó {2} de {3}!;¡{1} robó {2} de {3}!;{1} stole {2} from {3}!
¡{1} robó {2} de {3} con la habilidad {4}!;¡{1} robó {2} de {3} con la habilidad {4}!;{1} stole {2} from {3} with the {4} ability!
¡El tipo de {1} cambió a tipo {2} por su habilidad {3}!;¡El tipo de {1} cambió a tipo {2} por su habilidad {3}!;{1}'s type changed to {2} type for his {3} ability!
La habilidad {2} de {1} restauró sus PS.;La habilidad {2} de {1} restauró sus PS.;{1}'s {2} skill restored his HP.
¡La habilidad {2} de {1} se activó!;¡La habilidad {2} de {1} se activó!;{1}'s {2} skill activated!
¡La habilidad {2} de {1} despertó a su compañero!;¡La habilidad {2} de {1} despertó a su compañero!;{1}'s {2} ability awakened his partner!
¡La habilidad {2} de {1} curó el envenenamiento de su compañero!;¡La habilidad {2} de {1} curó el envenenamiento de su compañero!;{1}'s {2} skill cured his companion's poisoning!
¡La habilidad {2} de {1} curó la quemadura de su compañero!;¡La habilidad {2} de {1} curó la quemadura de su compañero!;{1}'s {2} skill healed his companion's burn!
¡La habilidad {2} de {1} curó la parálisis de su compañero!;¡La habilidad {2} de {1} curó la parálisis de su compañero!;{1}'s {2} skill cured his partner's paralysis!
¡La habilidad {2} de {1} descongelo a su compañero!;¡La habilidad {2} de {1} descongelo a su compañero!;{1}'s {2} ability unfroze his partner!
¡La habilidad {2} de {1} le despertó!;¡La habilidad {2} de {1} le despertó!;{1}'s {2} ability woke him up!
¡La habilidad {2} de {1} curó su envenenamiento!;¡La habilidad {2} de {1} curó su envenenamiento!;{1}'s {2} skill cured his poisoning!
¡La habilidad {2} de {1} curó su quemadura!;¡La habilidad {2} de {1} curó su quemadura!;{1}'s {2} skill healed his burn!
¡La habilidad {2} de {1} le descongeló!;¡La habilidad {2} de {1} le descongeló!;{1}'s {2} ability unfroze him!
¡{1} está inmerso en un sueño agitado!;¡{1} está inmerso en un sueño agitado!;{1} is in a restless sleep!
{1} está inmerso en un sueño agitado debido a {3} de {2}!;{1} está inmerso en un sueño agitado debido a {3} de {2}!;{1} is immersed in a restless sleep because of {3} of {2}!
El tiempo atmosférico ya no ejerce ninguna influencia.;El tiempo atmosférico ya no ejerce ninguna influencia.;The weather no longer has any influence.
¡{1} está muy nervioso y no puede comer bayas!;¡{1} está muy nervioso y no puede comer bayas!;{1} is very nervous and can't eat berries!
¡{1} está sumido en un profundo letargo!;¡{1} está sumido en un profundo letargo!;{1} is in deep slumber!
{1} copió los cambios de características de {2}!;{1} copió los cambios de características de {2}!;{1} copied the feature changes from {2}!
¡Los cambios en las características de {1} han sido restaurados!;¡Los cambios en las características de {1} han sido restaurados!;{1}'s stat changes have been restored!
¡Los cambios en las características de {1} han sido restaurados gracias a {3} de {2}!;¡Los cambios en las características de {1} han sido restaurados gracias a {3} de {2}!;The stat changes from {1} have been restored thanks to {3} from {2}!
¡La {1} usada por {2} brilló fuertemente!;¡La {1} usada por {2} brilló fuertemente!;The {1} used by {2} shone brightly!
¡{1} irradia un aura feérica!;¡{1} irradia un aura feérica!;{1} radiates a fairy aura!
¡Se ha detectado el movimiento {2} de {1}!;¡Se ha detectado el movimiento {2} de {1}!;Movement {2} of {1} has been detected!
¡Alerta de {1} ha detectado el movimiento {2}!;¡Alerta de {1} ha detectado el movimiento {2}!;Alert of {1} movement {2} has been detected!
¡{1} ha cacheado a {2} y ha hallado {3}!;¡{1} ha cacheado a {2} y ha hallado {3}!;{1} frisked {2} and found {3}!
¡{1} ha cacheado al rival y ha hallado {2}!;¡{1} ha cacheado al rival y ha hallado {2}!;{1} has searched the opponent and found {2}!
¡{1} Electrificó el terreno, para energizar su motor futurista!;¡{1} Electrificó el terreno, para energizar su motor futurista!;{1} He electrified the terrain, to energize his futuristic engine!
¡{1} bebió todo el matcha que {2} preparó!;¡{1} bebió todo el matcha que {2} preparó!;{1} drank all the matcha {2} made!
¡{2} de {1} se disipó!;¡{2} de {1} se disipó!;{2} of {1} dissipated!
¡{1} invocó el sol, incrementando su ataque!;¡{1} invocó el sol, incrementando su ataque!;{1} summoned the sun, increasing his attack!
¡La habilidad {2} de {1} curó el envenenamiento de {3}!;¡La habilidad {2} de {1} curó el envenenamiento de {3}!;{1}'s {2} skill cured {3}'s poisoning!
¡{1} ejerce presión!;¡{1} ejerce presión!;{1} exert pressure!
¡{1} no rinde todo lo que podría!;¡{1} no rinde todo lo que podría!;{1} is not performing as well as it could!
¡{1} no rinde todo lo que podría por su habilidad {2}!;¡{1} no rinde todo lo que podría por su habilidad {2}!;{1} is not performing as well as his {2} ability could!
¡La cubierta de caramelo de {1} emana un aroma súper dulce!;¡La cubierta de caramelo de {1} emana un aroma súper dulce!;The candy coating on {1} gives off a super sweet aroma!
¡{1} ganó la fuerza de sus aliados caídos!;¡{1} ganó la fuerza de sus aliados caídos!;{1} gained the strength of his fallen allies!
¡El Pokémon ha recibido la habilidad {2} de {1}!;¡El Pokémon ha recibido la habilidad {2} de {1}!;The Pokémon has received the ability {2} from {1}!
El sol activó la {1} de {2}!;El sol activó la {1} de {2}!;The sun activated {1} of {2}!
¡La {1} de {2} aumentó!;¡La {1} de {2} aumentó!;{1} of {2} increased!
Los efectos de {1} han desaparecido...;Los efectos de {1} han desaparecido...;The effects of {1} have disappeared...
¡El tipo de {1} cambió a tipo {2}!;¡El tipo de {1} cambió a tipo {2}!;The type of {1} changed to type {2}!
¡El campo eléctrico activó la {1} de {2}!;¡El campo eléctrico activó la {1} de {2}!;The electric field activated {1} of {2}!
¡{1} ha aumentado la precisión de su próximo ataque!;¡{1} ha aumentado la precisión de su próximo ataque!;{1} has increased the accuracy of his next attack!
¡{1} ha aumentado la precisión de su próximo ataque con {2}!;¡{1} ha aumentado la precisión de su próximo ataque con {2}!;{1} has increased the accuracy of his next attack by {2}!
¡{1} se ha curado de la parálisis con {2}!;¡{1} se ha curado de la parálisis con {2}!;{1} has been cured of paralysis with {2}!
¡{1} ya no está confuso!;¡{1} ya no está confuso!;{1} is no longer confused!
¡{1} se ha curado del envenenamiento con {2}!;¡{1} se ha curado del envenenamiento con {2}!;{1} has been cured of {2} poisoning!
¡{1} se ha liberado del enamoramiento con {2}!;¡{1} se ha liberado del enamoramiento con {2}!;{1} has broken free of his infatuation with {2}!
¡Los efectos del {2} de {1} evitan que sus estadísticas bajen!;¡Los efectos del {2} de {1} evitan que sus estadísticas bajen!;{1}'s {2} effects prevent its stats from dropping!
¡{1} se retira por {2}!;¡{1} se retira por {2}!;{1} folds for {2}!
¡{1} usó su {2} para copiar los cambios de estadísticas del rival!;¡{1} usó su {2} para copiar los cambios de estadísticas del rival!;{1} used his {2} to copy the opponent's stat changes!
¡{1} se está concentrando!;¡{1} se está concentrando!;{1} is concentrating!
¡{1} se consumió...;¡{1} se consumió...;{1} was consumed...
¡{1} se ha consumido!;¡{1} se ha consumido!;{1} has been consumed!
¡{1} ha consumido su {2} y ha dañado a {3}!;¡{1} ha consumido su {2} y ha dañado a {3}!;{1} has consumed his {2} and damaged {3}!
¡{2} de {1} fue transferida a {3}!;¡{2} de {1} fue transferida a {3}!;{2} from {1} was transferred to {3}!
¡{1} ha sacado {2} a {3}!;¡{1} ha sacado {2} a {3}!;{1} has drawn {2} to {3}!
¡{2} ha restaurado las características de {1}!;¡{2} ha restaurado las características de {1}!;{2} has restored {1}'s characteristics!
¡{1} usó su {2} para activar {3}!;¡{1} usó su {2} para activar {3}!;{1} used his {2} to activate {3}!
¡{1} aumentó su {2}!;¡{1} aumentó su {2}!;{1} increased his {2}!
¡{1} ha sido gravemente envenenado por {2}!;¡{1} ha sido gravemente envenenado por {2}!;{1} has been severely poisoned by {2}!
¡{1} está flotando con {2}!;¡{1} está flotando con {2}!;{1} is floating with {2}!
Graphics/UI/Battle/databox_safari;Graphics/UI/Battle/databox_safari;Graphics/UI/Battle/databox_safari
Safari Balls;Safari Balls;Safari Balls
Restantes: {1};Restantes: {1};Remaining: {1}
¿Qué debería\nlanzar {1}?;¿Qué debería\nlanzar {1}?;What should\nthrow {1}?
Ball;Ball;ball
Cebo;Cebo;Bait
Competi Balls: {1};Competi Balls: {1};Competi Balls: {1}
Ya has capturado un {1}.;Ya has capturado un {1}.;You have already captured a {1}.
Pokémon guardado:\n{1} Nv.{2} PS Máx.: {3}\nEste Pokémon:\n{4} Nv.{5} PS Máx.: {6};Pokémon guardado:\n{1} Nv.{2} PS Máx.: {3}\nEste Pokémon:\n{4} Nv.{5} PS Máx.: {6};Saved Pokémon:\n{1} Lv.{2} Max HP: {3}\nThis Pokémon:\n{4} Lv.{5} Max HP: {6}
¿Cambiar Pokémon?;¿Cambiar Pokémon?;Change Pokémon?
¡{1} capturado!;¡{1} capturado!;{1} captured!
¡{1} está ansioso de más!;¡{1} está ansioso de más!;{1} is eager for more!
¡{1} empezó a gruñir fuertemente!;¡{1} empezó a gruñir fuertemente!;{1} started growling loudly!
¡Un brillo aparece en los ojos de {1}!;¡Un brillo aparece en los ojos de {1}!;A gleam appears in {1}'s eyes!
¡{1} se está posicionando!;¡{1} se está posicionando!;{1} is positioning!
¡{1} empató con el {2} rival por decisión del árbitro!;¡{1} empató con el {2} rival por decisión del árbitro!;{1} tied with the rival {2} by decision of the referee!
¡{1} derrotó al {2} rival por decisión del árbitro!;¡{1} derrotó al {2} rival por decisión del árbitro!;{1} defeated {2} rival by referee's decision!
¡{1} perdió contra el {2} rival por decisión del árbitro!;¡{1} perdió contra el {2} rival por decisión del árbitro!;{1} lost against opponent {2} by referee's decision!
VS;VS;V.S.
Mente;Mente;Mind
Cuerpo;Cuerpo;Body
Juicio;Juicio;Judgment
ÁRBITRO: ¡Juicio: ¡{1} a {2}!\n¡El ganador es {3};ÁRBITRO: ¡Juicio: ¡{1} a {2}!\n¡El ganador es {3};REFEREE: Judgment: {1} to {2}!\nThe winner is {3}
{1} sobrevivió al veneno.\\n¡El veneno ha desaparecido!;{1} sobrevivió al veneno.\\n¡El veneno ha desaparecido!;{1} survived the poison.\\nThe poison is gone!
¡Has encontrado \\c[1]{1}\\c[0]!;¡Has encontrado \\c[1]{1}\\c[0]!;You have found \\c[1]{1}\\c[0]!
¡Has encontrado {1} \\c[1]{2} {3}\\c[0]!;¡Has encontrado {1} \\c[1]{2} {3}\\c[0]!;You have found {1} \\c[1]{2} {3}\\c[0]!
¡Has encontrado \\c[1]{1} {2}\\c[0]!;¡Has encontrado \\c[1]{1} {2}\\c[0]!;You have found \\c[1]{1} {2}\\c[0]!
¡Has encontrado {1} \\c[1]{2}\\c[0]!;¡Has encontrado {1} \\c[1]{2}\\c[0]!;You have found {1} \\c[1]{2}\\c[0]!
Has guardado {1} en\\nel bolsillo <icon=bagPocket{2}>\\c[1]{3}\\c[0].;Has guardado {1} en\\nel bolsillo <icon=bagPocket{2}>\\c[1]{3}\\c[0].;You have saved {1} in\\npocket <icon=bagPocket{2}>\\c[1]{3}\\c[0].
